work_id,title,author,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits
12692286,roses and gestures,['DaniilDankovskiy'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy","Aftermath of Violence, Healing, Post-Seine, Kissing, Implied Sexual Content, Established Relationship, Hurt/Comfort, Fluff",English,11/11/17,Completed,11/11/17,"5,674",1-Jan,15,149,21,"2,034"
12606796,"Wystarczy miesiąc, by wszystko runęło","['arancine', 'Fiedya']",Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean, Cosette Fauchelevent/Marius Pontmercy, Cosette Fauchelevent & Jean Valjean, Cosette Fauchelevent & Javert, minor Enjolras/Grantaire - Relationship, Javert & Marius Pontmercy, Javert & Grantaire, Gavroche & Javert, Gavroche & Valjean, Gavroche & Cosette, Enjolras & Javert, Javert & Original Character(s), Cosette & Original Character, Valjean & Original Character","Javert (Les Misérables), Javert (Quast), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy, Chabouillet (Les Misérables), Enjolras (Les Misérables), Grantaire (Les Misérables), Gavroche Thénardier, Original Characters","Alternate Universe - Javert Survives, Fix-It, Friends to Lovers, Valjean's Existential Crisis, Canon Era, Hurt/Comfort, Work In Progress, plot without porn, Shameless Musical References, Plot Twist, Javert Lives, Valjean Lives, Gavroche Lives, Enjolras Lives, Grantaire Lives, Slow Burn, Five Years Later, Angst, Trauma, Valjean still likes hugs, And doesn't respect personal space, Javert is ok with it, not too much of Gavroche, and R, And Enj, Javert is unaware of his feelings, and Valjean's feelings too",Polski,11/2/17,Updated,6/2/19,"13,035",4/?,6,15,2,459
12555084,What Is Whispered Behind Tall Doors,['RedThePear'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","Montreuil-sur-Mer, m sur m era, Madeleine Era, Blow Jobs, porn with maybe too much plot, Office Sex",English,10/29/17,Completed,10/29/17,"3,475",1-Jan,7,53,1,"1,221"
12523716,"Off the Rails (Taking an Uber, Instead)",['Prinzenhasserin'],Teen And Up Audiences,M/M,Les Misérables (Dallas 2014),Javert/Jean Valjean,"Javert, Jean Valjean, Other(s)","Alternate Universe - Canon Divergence, Costumes, Mistaken Identity, Crossover with Brick Canon, Paris (Texas), Alternate Universe - Modern Setting, Crack Treated Seriously",English,10/31/17,Completed,10/31/17,"3,560",1-Jan,12,86,12,739
12523656,"Are you lost in paradise, or have you found a home? [DISCONTINUED]",['orphan_account'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Post-Seine, Javert Lives, Emotional Hurt/Comfort, Fluff, Fluff and Angst, Outdoor Sex, Implied/Referenced Sex, Mutual Pining, Fix-It, graphic depictions of gardening, gross misuse of adverbs, author is Extremely unreliable with updating",English,10/30/17,Updated,3/18/18,"7,409",2/?,26,37,3,549
12523040,agape,['DaniilDankovskiy'],Teen And Up Audiences,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert, Jean Valjean, Cosette Fauchelevent, Marius Pontmercy","Post-Seine, Kissing, Implied Sexual Content, Religious Imagery & Symbolism, Mutual Pining",English,10/27/17,Completed,10/27/17,"2,635",1-Jan,8,142,18,"1,567"
12498828,Pristine,['Esteliel'],Explicit,M/M,Les Misérables (Dallas 2014),Javert/Jean Valjean,"Javert (Watts), Jean Valjean (Joshi)","Watersports, Established Relationship, Javert Lives, Alternate Universe - Canon Divergence, Trick or Treat: Chocolate Box",English,10/31/17,Completed,10/31/17,"3,039",1-Jan,7,40,1,"1,269"
12498580,The Subject of a Heart,['Esteliel'],Teen And Up Audiences,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Afterlife, Temporary Character Death, Deal with a Devil, Javert's wooden heart, The Power Of Love, Alternate Universe - Canon Divergence, Alternate Universe - Supernatural Elements, ToT: Monster Mash, Trick or Treat: Chocolate Box",English,10/31/17,Completed,10/31/17,"5,930",1-Jan,21,178,25,"1,587"
12484788,For the Time Being,['PerfectlySteadfast'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","During Canon, Sharing a Bed, Huddling For Warmth",English,10/31/17,Completed,10/31/17,"1,855",1-Jan,6,119,3,"1,206"
12482448,i've been waiting,['DaniilDankovskiy'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent","Implied/Referenced Suicide, Kissing, Healing, Past Abuse, Post-Seine",English,10/24/17,Completed,10/24/17,"3,470",1-Jan,11,147,11,"1,522"
12466824,i lead you blindly,['DaniilDankovskiy'],Teen And Up Audiences,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Jean Valjean, Javert","Implied/Referenced Suicide, Suicidal Thoughts, Abusive Behaviours, Violence, Post-Seine, Javert Lives, Starvation, Angst",English,10/23/17,Completed,10/23/17,"2,591",1-Jan,10,105,11,"1,320"
12452511,"Earthquake in Suspension (or, A Love Story in Three Acts)",['Kaleran'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy, Original Male Character(s), M. Thénardier","Slow Burn, like the slowest of burns, Asexual Character, Asexual Javert, Sex-Repulsed Javert, Demiromantic Javert, (probably), Alternate Universe- Javert Lives, Javert Lives, Touch-Starved Javert, Period-Typical Homophobia, Internalized Homophobia, Fluff, Minimal sads, canon attempted suicide, Minor Cosette Fauchelevent/Marius Pontmercy, The OC is a Plot Device, Cosette Ships It, Javert Is Very Oblivious To His Own Feelings, Unnecessary Geology Metaphors, Geology Wasn't Even A Thing Until 1820 And Even Then It Was Just England For A Good Bit, I am stressing minimal sads here I tried my best, The OC Ships It, Blackmail, Fight Scene, BAMF Javert, brief appearance by Montparnasse",English,10/22/17,Completed,10/27/17,"15,116",3-Mar,36,274,42,"2,688"
12428499,The Truth,['iberiandoctor (jehane)'],Explicit,M/M,Les Misérables (Dallas 2014),"Javert/Jean Valjean, Javert & Jean Valjean","Javert (Watts), Jean Valjean (Joshi), Cosette Fauchelevent, Père Fauchelevent, Les Amis de l'ABC","Alternate Universe - Aliens, Aliens, Alien Sex, Alien Abduction, Alien-Human Hybrids, Dystopia, Drugs, Drugged Sex, The Black Oil, Ambiguous/Open Ending, Alien Technology, Human Experimentation, ToT: Monster Mash, The X-Files References",English,11/1/17,Completed,11/1/17,"5,505",1-Jan,14,71,8,"1,538"
12407028,Interrupted Meetings,['MuCephei'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Modern AU, 5+1 Things, who cares about canon timeline",English,10/18/17,Completed,10/18/17,"1,859",1-Jan,6,96,6,"1,033"
12344763,Friendly Visits,['fritzvalentine'],General Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Alternate Universe - Modern Setting, Developing Relationship, Post-Seine, Post-Canon, Javert has feelings and hes not as good at hiding them as he thinks he is, Valjean is pretty oblivious tho so its okay, ridiculous and semi-plotless, but cute",English,10/12/17,Completed,10/12/17,"1,307",1-Jan,3,115,5,"1,679"
12342291,The Last Draught from the Cup,['iberiandoctor (jehane)'],General Audiences,"Gen, M/M",Les Misérables - Victor Hugo,"Javert & Jean Valjean, Javert/Jean Valjean","Javert (Les Misérables), Jean Valjean, Sister Perpetue, M. Lecomte","Amnesia, Memory Loss, Hospitals, Head Injury, Religion, Valjean Confesses, Fix-It, Character Death Fix, Alternate Universe - Canon Divergence, Javert Lives",English,10/13/17,Completed,10/13/17,"5,101",1-Jan,18,219,20,"1,692"
12334863,The Case of Lost Birthdates,"['arancine', 'Fiedya']",General Audiences,Gen,"Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy, Javert & Jean Valjean, Cosette Fauchelevent & Jean Valjean, Cosette Fauchelevent & Javert","Jean Valjean, Javert (Les Misérables), Cosette Fauchelevent, Marius Pontmercy, Original Characters","Father-Daughter Relationship, Post-Seine, Domestic Fluff, Canon Era, Alternate Universe - Canon Divergence, Javert Lives, Valjean Lives, Gift Giving, Birthday, One Shot, Repressed Memories",English,10/11/17,Completed,10/11/17,"5,780",1-Jan,2,152,13,"1,443"
12242031,"Omnia mutantur, nihil interit","['Apathy', 'saltedpin']",Mature,"F/M, M/M","Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy, Cosette Fauchelevent & Éponine Thénardier, Cosette Fauchelevent & Jean Valjean, Cosette Fauchelevent & Javert, Javert & Éponine Thénardier, Éponine Thénardier & Jean Valjean","Javert (Les Misérables), Jean Valjean, Éponine Thénardier, Cosette Fauchelevent, Marius Pontmercy, Théodule Gillenormand, Montparnasse (Les Misérables)","Bodyswap, Slow Burn, Marius' confused boner, Everyone's confused boner, But especially Marius', a little bit of casefic, Comedy, Mild Angst, Post-Seine, Alternate Universe - Javert Survives, Alternate Universe - Valjean Survives, Alternate Universe - Eponine Survives, Brick and musical in a blender",English,10/2/17,Completed,5/20/18,"111,085",28/28,190,330,69,"6,479"
12209331,Into the Flood Again,['anna_chronistic'],Teen And Up Audiences,"Gen, M/M","Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo, Les Misérables (2012)","Javert & Les Amis, Combeferre & Javert, Minor or Background Relationship(s), minor Valjean/Javert, minor Enjolras/Grantaire - Relationship","Javert (Les Misérables), Combeferre (Les Misérables), Joly (Les Misérables), Marius Pontmercy, Enjolras (Les Misérables), Grantaire (Les Misérables), Jean ""Jehan"" Prouvaire, Courfeyrac (Les Misérables), Bahorel (Les Misérables), Bossuet Laigle, Cosette (mentioned), Valjean (mentioned), Eponine (mentioned)","Post-Seine, Canon Era, Javert Lives, barricade boys survive, Fix-It, Injury, Illnesses, Sickfic, Hurt/Comfort, I'm so bad at writing hurt/comfort that this fic turned into crack, Coincidences, no one can recognize anyone for shit, Mild Comic Relief, Les Amis de l'ABC Shenanigans, Javert knows a shit ton about astronomy, Combeferre is chill, Javert has long hair, For reasons, Sassy Javert, Sassy Enjolras, sassy everyone, Marius is not Italian, contextless tags, Annoying Grantaire, Joly being a drama queen, Joly is easy to make fun of, and Marius, Kind of meta, bad transitions, someone beta this, excessive use of the word ""damn"", because you can't say ""fuck"" in the 19th century, Javert has a first name, and les amis too, way too many mentions of Russia, for some reason",English,10/24/17,Completed,1/5/18,"9,518",5-May,2,49,7,"1,751"
12190026,"look down, javert",['SerpentineJ'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, and others - Character","Post-Seine, and all the things post-seine entails, isn't a post-seine fic like a longfic rite of passage for this ship...",English,9/25/17,Updated,10/24/17,"10,364",6-Mar,19,155,19,"1,635"
12176598,Le Parole del Signore,['Kinnabaris'],Teen And Up Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil","Javert/Jean Valjean, Javert & Jean Valjean","Jean Valjean, Javert (Les Misérables), Cosette Fauchelevent, Marius Pontmercy","Alternate Universe - Soulmates, Soulmate-Identifying Marks, due idioti testardi, bacio, prendersi per mano, Minor Cosette Fauchelevent/Marius Pontmercy, Canonical Character Death, no dai non andatevene vi giuro che è a lieto fine, tempistica del musical, Cosette è più sveglia di quanto creda Valjean, Valjean che languisce, Javert e la sua scarsa autostima, omofobia tipica dell'epoca, vere e proprie citazioni d'amore di un Victor Hugo innamorato infilate a forza",Italiano,9/26/17,Completed,9/26/17,"9,200",1-Jan,3,10,2,280
12158253,Renegade,['anna_chronistic'],General Audiences,"Gen, M/M","Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo, Les Misérables (2012)",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Alternate Universe - Modern Setting, Crack, Short One Shot, music references, back stories, Brief swearing",English,9/27/17,Completed,9/27/17,726,1-Jan,1,21,2,309
12134403,One Year More,['DaniilDankovskiy'],Teen And Up Audiences,"M/M, F/F, Multi","Les Misérables - Victor Hugo, Les Misérables - All Media Types","Javert/Jean Valjean, Fantine/OC","Jean Valjean, Javert, Fantine, Cosette, Chabouillet, Marius Pontmercy, Mme.Brackley","Semi Fix-It, Minor Character Death, Madeleine Era, Montreuil-sur-Mer, Flashbacks, Roman Catholicism, Identity Issues, Slow Burn, Complicated Relationships, Implied/Referenced Suicide, Fantine Lives, Unwilling Courtship, Graphic Depictions of Feelings",English,9/19/17,Updated,5/20/18,"57,206",30-Dec,242,278,42,"4,753"
12120915,and suddenly the memory revealed itself,['SerpentineJ'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, a handful of others make an appearance, as they tend to do - Character","Alternate Universe, Alternate Universe - Modern Setting, Alternate Universe - Coffee Shops & Cafés",English,9/17/17,Completed,9/17/17,"4,451",1-Jan,8,152,14,"1,077"
12117957,Branded (The Is He From Heaven or From Hell Remix),['iberiandoctor (jehane)'],Teen And Up Audiences,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Alternate Universe - Soulmates, Soulmates feel each other's pleasure and pain, Identity Porn With Your Soulmate, Montreuil-era, Toulon-era, Branding, Remix, Redemption",English,9/20/17,Completed,9/20/17,"3,677",1-Jan,26,541,53,"3,655"
12085551,"[Cover Art] for ""In the Breach"" by cruisedirector and Dementordelta",['Hamstermoon'],Not Rated,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,,,English,9/13/17,Completed,9/13/17,183,1-Jan,2,13,null,458
12030819,Curfew,['White_Noise'],Not Rated,M/M,Les Misérables - All Media Types,"Javert/Jean Valjean, Javert & Jean Valjean, Javert & Grantaire","Javert (Les Misérables), Jean Valjean, Grantaire (Les Misérables), Cosette (Mention), Les Amis (Mention)","Alternate Universe - Modern Setting, Javert and Grantaire are a crazy family, Valjean does not know what he is getting into",English,9/8/17,Completed,9/8/17,"1,130",1-Jan,1,85,3,970
11993145,Unceremonious,['orphan_account'],General Audiences,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Victor Hugo), Jean Valjean","Oneshot, Alternate Universe - Canon Divergence, smorch, these boys sure are angsty",English,9/4/17,Completed,9/4/17,513,1-Jan,8,27,1,470
11991846,Per Ardua ad Astra,['TheLifeOfEmm'],Mature,M/M,"Harry Potter - J. K. Rowling, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Chabouillet (Les Misérables), Bellatrix Black Lestrange, Various Wizard OCs, Henri Gisquet, Rodolphus Lestrange, Background & Cameo Characters, Eugène François Vidocq","Auror!Javert, Wizard!Valjean, Alternate Universe - Harry Potter Setting, First War with Voldemort, gratuitous magical torture, Government Conspiracy, Unbreakable Vow (Harry Potter), Imprisonment, Enemies to Friends to Lovers, Slow Burn, Death Eaters, gratuitous use of wand lore, Javert doesn't understand Muggle technology, Veritaserum, and other potions of varying potencies, Angst and Hurt/Comfort, plot without porn, Canon-typical werewolf prejudice, Canon-typical prejudice in general actually",English,9/4/17,Completed,2/11/18,"135,269",23/23,226,483,98,"8,581"
11987613,The Indescribable Dawn,"['iberiandoctor (jehane)', 'Sir_Bedevere']",Mature,M/M,"Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil","Javert/Jean Valjean, Cosette Fauchelevent/Marius Pontmercy, Cosette Fauchelevent & Jean Valjean","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy, Toussaint (Les Misérables), Patron-Minette (Les Misérables), The Pontmercy children","Post-Seine, Fluff, Domestic Fluff, Grandparents & Grandchildren, Just Add Kittens, Holidays, Fluff and Angst, Fluff and Smut, Case Fic, Smuggling, Interrogation, Crimes & Criminals, Seaside",English,9/3/17,Completed,9/16/18,"56,966",36/36,319,486,61,"7,850"
11983578,A stone-hard heart trembles,['trickztr'],Not Rated,"Gen, M/M",Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Marius Pontmercy","Angst and Hurt/Comfort, Alternate Universe - Canon Divergence, Canonical Character Death",English,9/3/17,Completed,9/3/17,955,1-Jan,2,46,3,599
11879064,A Content Calm,['storiofmylife'],General Audiences,"Gen, M/M",Les Misérables - All Media Types,"Javert/Jean Valjean, Cosette Fauchelevent & Jean Valjean, Cosette Fauchelevent & Javert","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy","Domestic Fluff, Family Feels, Alternate Universe - Modern Setting",English,8/22/17,Completed,8/22/17,"1,006",1-Jan,4,69,5,805
11828013,他灵魂上的烙印,['MaoLiQiuSi'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Soulmates feel each others' pleasure and pain, Identity Porn With Your Soulmate, Montreuil-sur-Mer",中文-普通话 國語,8/17/17,Completed,8/17/17,"6,139",1-Jan,3,33,3,741
11794041,"[Cover Art] for ""The Travellers Toward the Sea Series"" by iberiandoctor (jehane 18)",['Hamstermoon'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,,,English,8/13/17,Completed,8/13/17,72,1-Jan,null,12,null,306
11793930,"[Cover Art] for ""The Ghosts of Summer"" by iberiandoctor (jehane 18)",['Hamstermoon'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,,,English,8/13/17,Completed,8/13/17,165,1-Jan,1,19,null,435
11783733,"[Cover Art] for ""A Remission Before God"" by iberiandoctor (jehane 18)",['Hamstermoon'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,,,English,8/12/17,Completed,8/12/17,462,1-Jan,12,17,null,463
11783469,Those Silent Ghosts,['RedThePear'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","Post-Seine, Javert Lives, Fluff, Fluff and Angst, i guess there is angst of sorts, i dunno if javert's behavior applies as ptsd but, recovering javert",English,8/12/17,Completed,8/12/17,832,1-Jan,8,85,7,944
11782491,"[Cover Art] for "" A Reflection of Starlight"" by AutumnGracy",['Hamstermoon'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,,,English,8/12/17,Completed,8/12/17,451,1-Jan,5,29,1,737
11733630,Biała czekolada,['Fiedya'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert, Jean Valjean, Marius Pontmercy, Cosette Fauchelevent","Alternate Universe - Modern Setting, valvert - Freeform, Javert Can't Swim, Post-Seine, Javert Lives, Javert - Freeform, Fluff, Established Relationship",Polski,8/7/17,Completed,8/7/17,"1,847",1-Jan,2,6,null,167
11711766,A Shadow Which Blooms,['Seclina_Lunica'],Mature,"F/M, M/M","Les Misérables - All Media Types, Les Misérables - Victor Hugo",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy, Enjolras (Les Misérables), Grantaire (Les Misérables), Éponine Thénardier, Gavroche Thénardier, Fantine (Les Misérables), Henri Gisquet","Alternate Universe - Canon Divergence, Canon Era, Alternate Universe - Supernatural Elements, Horror, Psychological Horror, Thriller, Drama, Drama & Romance, Angst, little javert, Pre-Toulon-era, Toulon Era, Montreuil-sur-Mer, Suicide Attempt, Fix-It, Demisexuality, Slow Burn, Scary, Javert is conflicted, Tags May Change, There is Romance I Promise, I am a horror/thriller writer, so this is going to be a little different than most works",English,8/5/17,Updated,12/21/19,"29,362",7/?,14,33,7,"1,052"
11704560,Our Souls Still in Fetters,['Cinaed'],Explicit,M/M,Les Misérables - Victor Hugo,"Javert/Jean Valjean, Cosette Fauchelevent & Jean Valjean","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Original Characters","Undercover As Gay, Friends to Lovers, Post-Seine, Alternate Universe - Canon Divergence, First Time, Gay Bar, Complete, Case Fic, Fake/Pretend Relationship",English,8/7/17,Completed,8/7/17,"30,803",5-May,84,566,123,"6,493"
11656011,Письма,['Zerosh'],General Audiences,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent","Angst, Hurt/Comfort, Alternate Universe - Modern Setting, Established Relationship, Out of Character",Русский,7/30/17,Completed,7/30/17,479,1-Jan,2,19,null,177
11620086,Restraining Order,['anna_chronistic'],General Audiences,Gen,"Les Misérables - All Media Types, Les Misérables - Schönberg/Boublil, Les Misérables - Victor Hugo, Les Misérables (2012)","Javert/Jean Valjean, Minor or Background Relationship(s)","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Marius Pontmercy, M. Thénardier","Crack, Comedy, ambiguous time period, this may or may not be anachronistic, Short One Shot, Valjean is dumb, Javert is dumber, it's so inaccurate it hurts, Out of Character, Javert's confused investigation, Stalking, Lots of it, sorry victor hugo, Cosette stalks Marius back, This Is STUPID",English,7/27/17,Completed,7/27/17,675,1-Jan,2,58,4,620
11584929,"Sweet Kiss, Bitter Breath (My Love For You Is Killing Me Inside)",['Alexandra_Ace_Dorothy'],Mature,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables - Schönberg/Boublil",Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Killian(OC)","hanahaki, Angst, Angst with a Happy Ending, Javert almost die, Madeleine Era, One-Sided Attraction, Or does it? :)",English,7/23/17,Completed,7/23/17,"3,628",1-Jan,7,121,12,"1,828"
11567388,Valjean's Baby,['forsakethevoid (orphan_account)'],Explicit,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Christian Bible (New Testament)","valjean/javert, Valjean/God, Cosette/Marius","Valjean, Javert, God, Marius, Cosette, Jesus","i'm sorry god, I'm Going To Hell For This, I'm not even religious, Inspired by Book of Mormon?, In other words this is rather offensive, I'm so sorry, Why is this my first fanfiction?, adultery?, But is it adultery if it's with God?, m-preg, But not explicit, Crack, definitely crack, and my terrible sense of humour, Does God even have a gender?",English,7/21/17,Completed,7/21/17,764,1-Jan,22,39,4,872
11566596,Crimson Lines,['RedThePear'],Not Rated,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Montparnasse/Jean Prouvaire","Jean Valjean, Javert (Les Misérables)","Poetry, Erotic Poetry, my crappy fan poetry basically, i wanted to compile it for yall to enjoy (or not), probably going to change the title but i couldn't find anything else for now oops",English,7/21/17,Updated,7/21/17,760,3/?,7,7,null,103
11501013,Lights in the Dark,['orphan_account'],Teen And Up Audiences,M/M,Les Misérables - All Media Types,"Javert/Jean Valjean, Implied Javert/Jean Valjean - Relationship","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent (mentioned), Marius Pontmercy (mentioned)","Post-Seine, Javert's Suicide, Christmas, Angst, Implied Relationship During M-Sur-M Era, Post-Canon, Identity Issues, Madeleine Era, Canon Era",English,7/14/17,Completed,7/14/17,"1,074",1-Jan,null,36,2,704
11438877,她最爱的颜色,['Chlokers'],Teen And Up Audiences,Gen,"Les Misérables - All Media Types, Les Misérables - Victor Hugo","Javert/Jean Valjean, Javert & Jean Valjean, Cosette Fauchelevent & Javert","Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent","Alternate Universe - Canon Divergence, Javert Raises Cosette, Character Explorations, Enemies to Friends, Not A Fix-It, 5+1 Things, Or at least it started out that way, Canon Timeline",中文-普通话 國語,7/8/17,Completed,8/30/17,"26,952",6-Jun,4,58,11,965
11430729,Prayer,['Esteliel'],General Audiences,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean","Post-Seine, Javert Lives, Moving In Together",English,7/7/17,Completed,7/7/17,"2,240",1-Jan,16,131,21,"1,229"
11430525,Lost,['BlueAlmond'],General Audiences,M/M,"Les Misérables - All Media Types, Les Misérables - Victor Hugo, Les Misérables (2012)",Javert/Jean Valjean,"Javert (Les Misérables), Cosette Fauchelevent, Jean Valjean","Alternate Universe - Modern Setting, Fluff, Parent Valjean, Child Cosette, Adorable Cosette, Badass Cosette, Confused Javert",English,7/7/17,Completed,7/7/17,"1,683",1-Jan,7,255,17,"2,393"
11429256,Like Wild Birds,['iberiandoctor (jehane)'],General Audiences,M/M,Les Misérables - Victor Hugo,Javert/Jean Valjean,"Javert (Les Misérables), Jean Valjean, Cosette Fauchelevent, Ducklings","Epistolary, Post-Seine fix-it, Toulon-era, Montreuil-era, Alternate Universe - Javert lives, Javert’s Journal, Diary Style, Memoir, Accidental Revenge Porn, Montreuil Investigations, Javert Keeps Notes, Ducklings - Freeform, Cute Fluffy Ducklings, Bathtubs, Duck à l'Orange, So Many Bird Metaphors, Poorly Negotiated House-Sharing, Angst, happy endings, Birds",English,7/14/17,Completed,7/17/17,"10,381",3-Mar,64,250,18,"1,711"
11421582,Their Angel,['SkyFireForever'],General Audiences,"F/M, M/M",Les Misérables - All Media Types,"Javert/Jean Valjean, Fantine/Jean Valjean, Fantine/Javert/Jean Valjean","Javert (Les Misérables), Jean Valjean, Fantine (Les Misérables), Cosette Fauchelevent","Trans Javert, Family, Domestic Fluff, Fluff, Sweetness, Its just really sweet",English,7/6/17,Completed,7/6/17,"1,076",1-Jan,5,45,3,863
11378802,my world if he’s not there,['Sanna_Black_Slytherin'],Teen And Up Audiences,Gen,Les Misérables - All Media Types,"Enjolras & Grantaire, Combeferre & Enjolras, Javert/Jean Valjean, Javert & Jean Valjean, Cosette Fauchelevent & Jean Valjean","Enjolras (Les Misérables), Grantaire (Les Misérables), Combeferre (Les Misérables), Courfeyrac (Les Misérables), Cosette Fauchelevent, Jean Valjean, Javert (Les Misérables), Éponine Thénardier","Alternate Universe - Reincarnation, Alternate Universe - Modern Setting, Alternate Universe - College/University, Angst, Hurt/Comfort, Fluff, Asexual Enjolras, aromantic Enjolras, Politics, Enjolras is Salty, Javert is too stubborn for his own good, amatonormativity, Bossuet is a walking disaster, Accidental Drug Use, Enjolras gets Passionate about the homeless, gratuitous dick jokes, Social Justice",English,7/2/17,Completed,7/2/17,"9,241",1-Jan,6,68,3,"1,211"
11324337,Bonfire Hearts,['Leviafan'],Mature,M/M,"Les Misérables - Victor Hugo, Les Misérables - All Media Types",Javert/Jean Valjean,"Jean Valjean, Javert (Les Misérables)","Purple Prose, Established Relationship, PWP without Porn",English,7/8/17,Completed,7/8/17,"1,071",1-Jan,2,34,null,608
